-55.80 -22.20   0.00
-55.40 -23.80   0.00
-55.40 -23.40   0.00
-55.40 -23.00   0.00
-55.40 -22.60   0.00
-55.40 -22.20   0.00
-55.40 -21.80   0.00
-55.40 -21.40   0.00
-55.00 -24.60   0.00
-55.00 -24.20   0.00
-55.00 -23.80   0.00
-55.00 -23.40   0.00
-55.00 -23.00   0.00
-55.00 -22.60   0.00
-55.00 -22.20   0.00
-55.00 -21.80   0.00
-55.00 -21.40   0.00
-55.00 -21.00   0.00
-54.60 -25.40   0.00
-54.60 -25.00   0.00
-54.60 -24.60   0.00
-54.60 -24.20   0.00
-54.60 -23.80   0.00
-54.60 -23.40   0.00
-54.60 -23.00   0.00
-54.60 -22.60   0.00
-54.60 -22.20   0.00
-54.60 -21.80   0.00
-54.60 -21.40   0.00
-54.20 -25.00   0.00
-54.20 -24.60   0.00
-54.20 -24.20   0.00
-54.20 -23.80   0.00
-54.20 -23.40   0.00
-54.20 -23.00   0.00
-54.20 -22.60   0.00
-54.20 -22.20   0.00
-54.20 -21.80   0.00
-53.80 -25.00   0.00
-53.80 -24.60   0.00
-53.80 -24.20   0.00
-53.80 -23.80   0.00
-53.80 -23.40   0.00
-53.80 -23.00   0.00
-53.80 -22.60   0.00
-53.80 -22.20   0.00
-53.80 -21.80   0.00
-53.40 -24.60   0.00
-53.40 -24.20   0.00
-53.40 -23.80   0.00
-53.40 -23.40   0.00
-53.40 -23.00   0.00
-53.40 -22.60   0.00
-53.40 -22.20   0.00
-53.40 -21.80   0.00
-53.00 -25.00   0.00
-53.00 -24.60   0.00
-53.00 -24.20   0.00
-53.00 -23.80   0.00
-53.00 -23.40   0.00
-53.00 -23.00   0.00
-53.00 -22.60   0.00
-52.60 -25.00   0.00
-52.60 -24.60   0.00
-52.60 -24.20   0.00
-52.60 -23.80   0.00
-52.60 -23.40   0.00
-52.60 -23.00   0.00
-52.20 -25.00   0.00
-52.20 -24.60   0.00
-52.20 -24.20   0.00
-52.20 -23.80   0.00
-52.20 -23.40   0.00
-51.80 -25.00   0.00
-51.80 -24.60   0.00
-51.80 -24.20   0.00
-51.80 -23.80   0.00
-51.40 -25.00   0.00
-51.40 -24.60   0.00
-51.40 -24.20   0.00
-51.40 -23.80   0.00
-51.00 -25.40   0.00
-51.00 -25.00   0.00
-51.00 -24.60   0.00
