-55.05 -28.14  2.6
-53.04 -27.14  3.8
-52.73 -27.35  3.5
-52.54 -26.66  4.7
-52.38 -27.27  4.5
-51.78 -27.52  3.4
-51.33 -27.6  4.1
-51.2 -27.78  3.8
