-52.60 -22.60   0.00
-52.20 -23.00   0.00
-52.20 -22.60   0.00
-51.80 -23.40   0.00
-51.80 -23.00   0.00
-51.80 -22.60   0.00
-51.80 -22.20   0.00
-51.40 -23.40   0.00
-51.40 -23.00   0.00
-51.40 -22.60   0.00
-51.00 -24.20   0.00
-51.00 -23.80   0.00
-51.00 -23.40   0.00
-51.00 -23.00   0.00
-51.00 -22.60   0.00
-50.60 -25.40   0.00
-50.60 -25.00   0.00
-50.60 -24.60   0.00
-50.60 -24.20   0.00
-50.60 -23.80   0.00
-50.60 -23.40   0.00
-50.60 -23.00   0.00
-50.60 -22.60   0.00
-50.20 -25.40   0.00
-50.20 -25.00   0.00
-50.20 -24.60   0.00
-50.20 -24.20   0.00
-50.20 -23.80   0.00
-50.20 -23.40   0.00
-50.20 -23.00   0.00
-50.20 -22.60   0.00
-49.80 -25.40   0.00
-49.80 -24.60   0.00
-49.80 -24.20   0.00
-49.80 -23.80   0.00
-49.80 -23.40   0.00
-49.80 -23.00   0.00
-49.80 -22.60   0.00
-49.40 -24.20   0.00
-49.40 -23.80   0.00
-49.40 -23.40   0.00
-49.40 -23.00   0.00
-49.40 -22.60   0.00
-49.00 -24.20   0.00
-49.00 -23.80   0.00
-49.00 -23.40   0.00
-49.00 -23.00   0.00
-49.00 -22.60   0.00
-48.60 -24.20   0.00
-48.60 -23.80   0.00
-48.60 -23.40   0.00
-48.60 -23.00   0.00
-48.20 -24.20   0.00
-48.20 -23.80   0.00
-48.20 -23.40   0.00
-47.80 -23.80   0.00
