-50.35 -19.89   3.90
-49.95 -21.60   4.40
-49.18 -20.30   4.10
-48.55 -20.00   5.00
-48.18 -21.02   3.60
-48.16 -20.25   4.60
-46.32 -20.67   5.30
-45.67 -21.59   6.10
-45.49 -21.61   9.20
-45.04 -21.14   5.90
-44.63 -21.28   8.20
