-55.00 -28.20   0.00
-54.60 -28.20   0.00
-54.20 -28.60   0.00
-54.20 -28.20   0.00
-53.80 -29.00   0.00
-53.80 -28.60   0.00
-53.80 -28.20   0.00
-53.40 -28.20   0.00
-52.60 -27.80   0.00
-52.60 -27.40   0.00
-52.60 -27.00   0.00
-52.20 -28.20   0.00
-52.20 -27.80   0.00
-52.20 -27.40   0.00
-52.20 -27.00   0.00
-52.20 -26.60   0.00
-51.80 -28.20   0.00
-51.80 -27.80   0.00
-51.80 -27.40   0.00
-51.80 -27.00   0.00
-51.80 -26.60   0.00
-51.40 -28.20   0.00
-51.40 -27.80   0.00
-51.40 -27.40   0.00
-51.40 -27.00   0.00
-51.00 -28.20   0.00
-51.00 -27.80   0.00
-51.00 -27.40   0.00
-51.00 -27.00   0.00
-50.60 -28.60   0.00
-50.60 -28.20   0.00
-50.60 -27.80   0.00
-50.60 -27.40   0.00
-50.60 -27.00   0.00
-50.20 -28.60   0.00
-50.20 -28.20   0.00
-50.20 -27.80   0.00
-50.20 -27.40   0.00
-49.80 -28.60   0.00
-49.80 -28.20   0.00
-49.80 -27.80   0.00
-49.40 -27.80   0.00
