-50.20 -20.20   0.00
-50.20 -19.80   0.00
-49.80 -20.20   0.00
-49.80 -19.80   0.00
-49.40 -20.60   0.00
-49.40 -20.20   0.00
-49.40 -19.80   0.00
-49.00 -21.00   0.00
-49.00 -20.60   0.00
-49.00 -20.20   0.00
-49.00 -19.80   0.00
-48.60 -21.00   0.00
-48.60 -20.60   0.00
-48.60 -20.20   0.00
-48.60 -19.80   0.00
-48.20 -21.40   0.00
-48.20 -21.00   0.00
-48.20 -20.60   0.00
-48.20 -20.20   0.00
-48.20 -19.80   0.00
-47.80 -21.80   0.00
-47.80 -21.40   0.00
-47.80 -21.00   0.00
-47.80 -20.60   0.00
-47.80 -20.20   0.00
-47.80 -19.80   0.00
-47.40 -22.20   0.00
-47.40 -21.80   0.00
-47.40 -21.40   0.00
-47.40 -21.00   0.00
-47.40 -20.60   0.00
-47.40 -20.20   0.00
-47.40 -19.80   0.00
-47.00 -22.20   0.00
-47.00 -21.80   0.00
-47.00 -21.40   0.00
-47.00 -21.00   0.00
-47.00 -20.60   0.00
-47.00 -20.20   0.00
-46.60 -22.60   0.00
-46.60 -22.20   0.00
-46.60 -21.80   0.00
-46.60 -21.40   0.00
-46.60 -21.00   0.00
-46.60 -20.60   0.00
-46.20 -22.60   0.00
-46.20 -22.20   0.00
-46.20 -21.80   0.00
-46.20 -21.40   0.00
-46.20 -21.00   0.00
-46.20 -20.60   0.00
-45.80 -22.60   0.00
-45.80 -22.20   0.00
-45.80 -21.80   0.00
-45.80 -21.40   0.00
-45.80 -21.00   0.00
-45.80 -20.60   0.00
-45.40 -22.60   0.00
-45.40 -22.20   0.00
-45.40 -21.80   0.00
-45.40 -21.40   0.00
-45.40 -21.00   0.00
-45.40 -20.60   0.00
-45.00 -22.20   0.00
-45.00 -21.80   0.00
-45.00 -21.40   0.00
-45.00 -21.00   0.00
-44.60 -22.20   0.00
-44.60 -21.80   0.00
-44.60 -21.40   0.00
-44.60 -21.00   0.00
-44.20 -21.80   0.00
-44.20 -21.40   0.00
-44.20 -21.00   0.00
-43.80 -21.40   0.00
-43.80 -21.00   0.00
