-55.05 -28.14  1.6
-53.04 -27.14  1.6
-52.73 -27.35  2.4
-52.54 -26.66  2.0
-52.38 -27.27  2.0
-51.78 -27.52  1.6
-51.33 -27.6  1.8
-51.2 -27.78  2.1
