-50.5 -19.0  4.1
-50.16 -18.0  3.5
-49.1 -18.4  4.1
-48.67 -16.1  7.2
-48.54 -17.9  4.7
-47.98 -18.4  2.8
-47.7 -19.1  3.1
-47.68 -18.0  3.5
