-50.35 -19.89  2.1
-49.95 -21.6  4.3
-49.18 -20.3  2.2
-48.55 -20.0  3.0
-48.18 -21.02  2.5
-48.16 -20.25  3.0
-46.32 -20.67  3.3
-45.67 -21.59  4.6
-45.49 -21.61  2.8
-45.04 -21.14  2.5
-44.63 -21.28  4.1
